figure,authenticity,year,band,selling_price_USD,recorded_sales,condition,character_type,day,month
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.9,255,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.9,178.47,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.9,230.5,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.9,132.5,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.9,295,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.9,335.64,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.9,280,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.9,220.67,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.9,236.99,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.8,69.99,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.8,126.27,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.8,139.98,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.8,194.5,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.8,139.52,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.8,168.5,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.8,118.83,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.8,249.75,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.8,301.86,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.8,215,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.8,181.72,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.8,213.07,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.7,66,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.7,99,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.7,114.86,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.7,147.5,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.7,121.27,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.7,137.12,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.7,106.5,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.7,225,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.7,252.34,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.7,199.29,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.7,156.5,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.7,196.65,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.6,62.66,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.6,70.97,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.6,99.99,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.6,135.5,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.6,114.57,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.6,134.81,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.6,102.5,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.6,179.99,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.6,209.84,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.6,167.5,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.6,140.27,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.6,185,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.5,52.55,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.5,54.75,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.5,76,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.5,118.6,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.5,109.18,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.5,121.49,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.5,100.99,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.5,142.81,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.5,194.5,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.5,157.5,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.5,129.99,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.5,146.18,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.4,47.52,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.4,53.51,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.4,64.93,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.4,113.5,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.4,96.87,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.4,113.23,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.4,86,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.4,120,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.4,175,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.4,132.49,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.4,118.5,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.4,130,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.3,41.95,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.3,49.99,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.3,61.01,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.3,89.99,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.3,70,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.3,87.72,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.3,82.21,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.3,103.57,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.3,120,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.3,120,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.3,100,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.3,125,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.2,39.99,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.2,46.06,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.2,52,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.2,89.99,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.2,68,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.2,82,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.2,78.99,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.2,102.5,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.2,108.13,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.2,111.38,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.2,92,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.2,109.5,20,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2014,0.1,35.11,11,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2015,0.1,38.25,16,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2016,0.1,51,18,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2017,0.1,78,19,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2018,0.1,61,31,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2019,0.1,75.91,22,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2020,0.1,76,23,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2021,0.1,73,37,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2022,0.1,100,35,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2023,0.1,99,53,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2024,0.1,81,48,loose_figure,jedi,1,1
Luke Skywalker (Bespin Fatigues) (Yellow Hair),graded,2025,0.1,80,20,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,1,15.54,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,1,200.22,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,1,487.81,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,1,258.82,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,1,200.98,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,1,518.55,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,1,414.02,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,1,49.07,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,1,51.05,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,1,62,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,1,69.88,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,1,56,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,1,77.84,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.9,14.57,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.9,17.5,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.9,23.5,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.9,23.03,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.9,28.96,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.9,24.76,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.9,22.26,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.9,27.15,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.9,29.99,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.9,30.76,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.9,31.3,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.9,28,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.9,29.21,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.8,13.88,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.8,14.5,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.8,16.13,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.8,18.5,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.8,18.9,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.8,18.53,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.8,17.33,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.8,22.34,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.8,25.95,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.8,26,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.8,25,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.8,25.23,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.8,25.99,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.7,12.98,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.7,11.6,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.7,14,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.7,15.23,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.7,15.5,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.7,15.5,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.7,14.14,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.7,19.51,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.7,23.5,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.7,24.5,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.7,24,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.7,24.99,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.7,24.41,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.6,12.73,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.6,10.01,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.6,12,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.6,13.04,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.6,13.82,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.6,13.65,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.6,12.5,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.6,16.95,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.6,21,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.6,22.5,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.6,21.5,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.6,22.81,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.6,20.5,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.5,12.26,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.5,8.8,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.5,10.57,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.5,11.2,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.5,12.88,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.5,11.78,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.5,10.67,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.5,15,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.5,19.5,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.5,21.95,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.5,19.2,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.5,20.3,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.5,17.99,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.4,7.31,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.4,7.87,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.4,9.5,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.4,10.21,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.4,11.44,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.4,10.51,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.4,9.99,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.4,12.48,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.4,17.1,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.4,19.99,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.4,16.53,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.4,18.82,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.4,15.57,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.3,7.13,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.3,6.5,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.3,8.5,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.3,9.09,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.3,10.45,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.3,9.63,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.3,8.81,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.3,10.65,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.3,15,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.3,17.75,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.3,14.5,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.3,16.5,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.3,14.22,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.2,6.85,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.2,5.33,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.2,6.99,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.2,7.91,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.2,8.5,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.2,7.75,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.2,7.5,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.2,9.29,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.2,13.5,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.2,14.99,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.2,12.37,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.2,15,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.2,12,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2013,0.1,6.4,11,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2014,0.1,4.55,172,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2015,0.1,5.5,261,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2016,0.1,6.73,243,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2017,0.1,6.24,183,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2018,0.1,6.31,165,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2019,0.1,5.81,140,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2020,0.1,6.01,154,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2021,0.1,10.5,216,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2022,0.1,10.85,231,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2023,0.1,9.99,220,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2024,0.1,10.81,211,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),ungraded,2025,0.1,9.99,137,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2013,1,41.85,1,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2014,1,388.27,18,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2015,1,105.48,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2016,1,149.35,23,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2017,1,141.38,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2018,1,234.6,45,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2019,1,644.32,33,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2020,1,275.33,28,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2021,1,265.3,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2022,1,480,39,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2023,1,611,51,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2024,1,941.31,51,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2025,1,208.99,20,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2013,0.9,41.85,1,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2014,0.9,67.97,18,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2015,0.9,76.75,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2016,0.9,69.99,23,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2017,0.9,98.72,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2018,0.9,107.5,45,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2019,0.9,117.5,33,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2020,0.9,128.97,28,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2021,0.9,213.36,27,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2022,0.9,196.12,39,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2023,0.9,222.5,51,loose_figure,jedi,1,1
Luke Skywalker (Hoth Battle Gear),graded,2024,0.9,217.99,51,loose_figure,jedi,1,1
